question,type,difficulty,history,retrieved_context,ans_small_openai
"한국수출입은행의 ITS 사업과 경희대학교의 정보시스템 운영 용역 중에서, 사업 완료에 대한 가시적이고 구체적인 투입 예산액 수치가 공고문에 명시되지 않은 곳은 어느 단체입니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서"
"한국가스공사 통합 ERP 도입 사업 예산(14,107,009,000원)과 한국연구재단 기초학문 DB 구축 사업 예산(212,300,000원)을 합산한 총 예산은 얼마입니까?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
한국수자원공사의 수도사업장 사고분석솔루션 구축 조직과 국립공원공단(혹은 철도공사)의 모바일오피스 고도화 담당 조직이 각자의 시스템 성과 달성을 위해 채택한 상이한 '정보 전달 매체(Device Medium)'의 구조적 차이는 무엇입니까?,B,중,[],"







",[생성 오류: 최대 재시도 초과]
(주)에스알의 예약발매시스템 개량 ISMP와 인천광역시의 인천일자리플랫폼 ISP 수립 사업에서 마스터플랜을 도출할 때 공통으로 직면하는 '대형 기존 정보 채널의 분절 현상'은 각각의 도메인에서 어떤 모습으로 발현되었나요?,B,중,[],"







","제공된 참고 문서들에서 (주)에스알의 예약발매시스템 개량(ISMP)과 인천광역시의 인천일자리플랫폼(ISP) 수립 사업에서 마스터플랜 도출 시 대형 기존 정보 채널의 분절 현상이 각각 어떤 모습으로 발현되었는지에 대한 내용을 찾을 수 없습니다. 해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"한국수출입은행 모잠비크 마푸토 ITS 사업 타당성조사 예산과 인천공항운영서비스 차세대 ERP 시스템 사업 예산을 병합한 다음, 한국철도공사 예약발매 시스템 ISMP 및 모바일 오피스 고도화의 2개 사업이 추구하는 개편 목표인 '유저 접근성과 인프라 확장성 간의 기술 밸런스'를 이들 4개 사업 전체 관점에서 통합 비평하시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"한국수출입은행의 지능형교통시스템(ITS) 사업타당성조사가 추진하는 과업 내용 중에, 모잠비크 마푸토의 현지 학교 등교 교통비를 직접 보조해 주는 바우처 예산의 금액이 어떻게 규정되어 있습니까?",D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처 문서명: 제공된 참고 문서 없음"
"경희대학교 산학협력단의 정보시스템 유지보수 용역 수주 시, 용역 총괄 매니저(PM)가 최소 5년 이상의 경력을 소지해야만 입찰을 허용한다는 정량적 인사 자격증 컷라인 조건이 언급되어 있나요?",D,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 [참고 문서]"
그 수쟈언공사 잇자나요 샤고븐석 그 솔루션 시밤구측하는 용약 잇죠 거기 에싼 총액 좀 알려줘여.,E,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
저기 인쳔 공항 말인데요 챠세뎨 ERP 시수탬 그거 새로하눈거 에산하구 그래가지고 결과적으루 뭘 젤 바꾸려는지 그거만 따 물어볼께요.,E,중,[],"







",[생성 오류: 최대 재시도 초과]
한국수자원공사의 '건설통합시스템(CMS) 고도화' 사업 예산의 전체 배정액은 얼마인가요?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
한국생산기술연구원의 '2세대 전자조달시스템 기반구축사업'의 공식 추정 예산은 얼마로 명시되어 있습니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
(사)보험개발원이 발주한 '실손보험 청구 전산화 시스템 구축 사업'의 공고문상 책정 기초 금액은 얼마로 설정되어 있습니까?,A,하,[],"시스템 운영 
 - 운영교육 및 기술이전
 - 실손보험 청구 전산화 시스템 운영
 - 시스템 유지보수
※ 상기 추진 일정은 사업추진 과정에서 협의-조정될 수 있음
 
Ⅳ
 제안 요청 내용
1. 목표 업무 프로세스
 ‘실손보험 청구 전산화’란?
 o 실손보험에 가입한 환자가 요청하면 요양기관이 진료내역 등을 전자문서 형태로 제3의 전송대행기관을 거쳐 보험계약을 체결한 보험사에 보내는 방식
 실손보험 청구 전산화 업무 구성 및 절차
 
실손보험 청구 전산화 업무 구성 및 절차

o 이번 개정 법률은 요양기관과 보험사 간 전송대행기관을 두고 청구 전산화를 구현하는 것으로 별도 시스템 구축을 필요로 하고 있음
3. 실손보험 청구 전산화 시스템 개요
 참여기관 : 전국 요양기관(병의원 및 약국), 실손보험계약을 보유 또는 보유예정인 보험사
 
 
실손보험 청구 전산화 시스템 개념도
 주요기능
 o 진료를 받은 보험가입자의 요청에 따라 요양기관에서 보험사로 보험금 청구 필요서류를 전자적 방법으로 전송
 o 전송대행기관은 요양기관으로부터 전자문서를 수신받아 가입보험사로 전달

o 이번 개정 법률은 요양기관과 보험사 간 전송대행기관을 두고 청구 전산화를 구현하는 것으로 별도 시스템 구축을 필요로 하고 있음
3. 실손보험 청구 전산화 시스템 개요
 참여기관 : 전국 요양기관(병의원 및 약국), 실손보험계약을 보유 또는 보유예정인 보험사
 
 
실손보험 청구 전산화 시스템 개념도
 주요기능
 o 진료를 받은 보험가입자의 요청에 따라 요양기관에서 보험사로 보험금 청구 필요서류를 전자적 방법으로 전송
 o 전송대행기관은 요양기관으로부터 전자문서를 수신받아 가입보험사로 전달

실손보험 청구 전산화 시스템 구축
제안요청서
>
2024. 3 
 
 
목 차
Ⅰ. 사업 개요
 1. 개요 	 - 	 2
 2. 추진배경 및 필요성	 - 	 2
 3. 실손보험 청구 전산화 시스템 개요	 - 	 3
 4. 사업 수행 대상	 - 	 4
 5. 기대효과	 - 	 5
Ⅱ. 업무 현황
 1. 실손보험 청구 현황	 - 	 6
 2. 문제점	 - 	10
Ⅲ. 사업추진체계 및 일정
 1. 추진 방향	 - 	11
 2. 사업추진체계	 - 	11
 3. 추진 일정	 - 	 12
Ⅳ. 제안 요청 내용

실손보험 청구 전산화 시스템 구축
제안요청서
>
2024. 3 
 
 
목 차
Ⅰ. 사업 개요
 1. 개요 	 - 	 2
 2. 추진배경 및 필요성	 - 	 2
 3. 실손보험 청구 전산화 시스템 개요	 - 	 3
 4. 사업 수행 대상	 - 	 4
 5. 기대효과	 - 	 5
Ⅱ. 업무 현황
 1. 실손보험 청구 현황	 - 	 6
 2. 문제점	 - 	10
Ⅲ. 사업추진체계 및 일정
 1. 추진 방향	 - 	11
 2. 사업추진체계	 - 	11
 3. 추진 일정	 - 	 12
Ⅳ. 제안 요청 내용","해당 정보를 찾을 수 없습니다.

출처: 실손보험 청구 전산화 시스템 구축 제안요청서 (2024. 3)"
"국방과학연구소 '기록관리시스템 통합 활용 및 보안 환경 구축' 사업에서, 물리적 기록물 관리 체계 고도화 외에 시스템 전반에 걸쳐 요구되는 핵심 보안 규격 지향점은 무엇인가요?",A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"한국보건산업진흥원의 '의료기기산업 종합정보시스템 기능개선' 5,000만원 규모 과업에서 단기간 내에 최우선적으로 조치해야 할 주요 개편 대상 기능 항목은 어떤 것들이 있나요?",A,중,[],"







","해당 정보를 찾을 수 없습니다.

제공된 [참고 문서]에 '의료기기산업 종합정보시스템 기능개선' 과업의 상세 내용(우선 개편 대상 기능 항목 등)이 포함되어 있지 않습니다. 관련 우선순위 항목을 알려면 사업제안서, 요구사항명세서, 성능개선 항목 목록 등 원문 문서가 필요합니다. 해당 문서를 제공해주시면 문서 내용만을 근거로 우선 조치해야 할 주요 항목을 정리해 드리겠습니다.

출처: 제공된 참고 문서 없음"
"울산광역시의 '버스정보시스템 확대 구축 및 기능개선(약 9.8억)' 사업 목표에서 하드웨어 인프라(BIT 등 정보안내 단말기) 신규 설치 비용으로 전체 예산의 60%를 쓰고, 나머지 40%를 온전히 중앙 서버 소프트웨어 고도화에 소진한다고 가정할 때, 하드웨어 투입 산술 비용은 얼마입니까?",A,상,[],"







","해당 정보를 찾을 수 없습니다.

출처 문서명: 제공된 참고 문서 없음"
고려대학교 차세대 시스템 구축 사업비(약 112.7억)와 한국생산기술연구원 2세대 전자조달시스템 사업비(약 0.94억) 중 사업 규모가 압도적으로 큰 기관은 어디인가요?,B,하,[],"







","해당 정보를 찾을 수 없습니다.
제공된 [참고 문서]에 관련 내용이 없습니다.

출처: 참고 문서 없음"
한국수자원공사 건설통합시스템(CMS) 고도화 사업비 7.8억과 국방과학연구소 대용량 자료전송시스템 고도화 사업비 3.1억을 합한 총 예산은 어떻게 산출됩니까?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
을지대학교 비교과시스템 개발 영역과 보험개발원 실손보험 전산화 사업 중 명시적인 발주 기관의 구축 예산이 수억 원 단위로 확정 표기되어 있는 사업이 있습니까?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

제공된 참고 문서들에 을지대학교 비교과시스템 개발 영역 또는 보험개발원 실손보험 전산화 사업의 발주 기관 구축 예산이 수억 원 단위로 확정 표기된 내용은 없습니다.

출처: 제공된 참고 문서들 (관련 정보 없음)"
"국방과학연구소 내에서 발주된 '대용량 자료전송시스템 사업(316,800,000원)'과 '기록관리시스템 보안 환경 사업(282,300,000원)' 간의 자금 배분 차이액은 얼마로 형성됩니까?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
울산광역시가 구비하려는 '버스정보시스템 확대 체계'와 에스알(한국철도공사)의 '예약발매시스템 ISMP 구축망' 간에는 어떤 공통적인 시민 대상 교통 인프라 혁신 지향점이 내재되어 있습니까?,B,중,[],"







","해당 정보를 찾을 수 없습니다.

제공된 문서([참고 문서])에서 울산광역시의 '버스정보시스템 확대 체계'와 에스알(한국철도공사)의 '예약발매시스템 ISMP 구축망'에 관한 내용이 없어, 두 사업 간의 공통적인 시민 대상 교통 인프라 혁신 지향점을 확인할 수 없습니다.

출처: [참고 문서]"
한국수자원공사 CMS 고도화 사업과 고려대학교 차세대 포털·학사 정보망 시스템 모두 레거시 플랫폼(기존 옛 시스템)을 완전 개편하려는 목적입니다. 그러나 양자가 타깃으로 하는 메인 유관 부서 및 이해관계자 그룹의 차이는 무엇입니까?,B,중,[],"







","해당 정보를 찾을 수 없습니다. 제공된 [참고 문서]에 한국수자원공사 CMS 고도화 사업 또는 고려대학교 차세대 포털·학사 정보망 시스템의 메인 유관 부서 및 이해관계자 그룹에 관한 내용이 없습니다. 관련 비교를 원하시면 두 사업에 대한 공고문·사업계획서·요구사항정의서 등 관련 문서를 제공해 주세요.  

출처: 제공된 참고 문서 없음"
"고려대학교의 대형 차세대 포털 사업(112.7억)과 (사)보험개발원의 실손보험 청구 전산망 구축, 그리고 국방과학연구소의 대용량 자료전송시스템 고도화(3.1억) 사업이 각자 직면하고 있는 '대규모 데이터 보안 유출 위험성'의 도메인 특이점(어떤 종류의 정보가 유출될 때 가장 민감한 타격을 입는지)을 서술하고, 비교 가능한 두 사업의 합산 예산을 적으십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"울산광역시 버스정보시스템 확장 용역 예산과 한국생산기술연구원 전자조달시스템 구축 예산의 합계 투입 금액을 산정한 후, 이들 지방행정 교통 인프라와 공공 출연 연구원 조달 시스템이 대민 편의를 도모할 때 각각 B2C(시민) 방식과 B2B(사업자) 방식 중 어떤 형태로 지향점이 엇갈리는지 두드러진 성격 차이를 기술하시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
한국보건산업진흥원의 '의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업'에서 외부 개발자가 재택 비대면 근무를 허여받기 위해 제출해야 하는 보안 서약서의 최소 요구 부수는 시스템 문서상 몇 부입니까?,D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"한국생산기술연구원의 2세대 전자조달시스템 구축 시 연동되어야 하는 외부 조달 데이터망 중, 유렵연합(EU) 산하 국제조달청과의 환율 자동 갱신 연계 인터페이스 구축이 지시서상 기술되어 있습니까?",D,중,[],"







","해당 정보를 찾을 수 없습니다.

제공된 참고 문서들에서 '유럽연합(EU) 산하 국제조달청과의 환율 자동 갱신 연계 인터페이스 구축'에 관한 지시서 기술 여부를 확인할 수 있는 내용이 없습니다.

출처: 제공된 참고 문서(문서 없음)"
됴대쳬 이거 고려대확꾜 챠세댸 포턀 항사 졍부시트탬 국축하능데 전채 예산얼마나드감?,E,하,[],"







","해당 정보를 찾을 수 없습니다.

참고 문서: 제공된 참고 문서 없음"
코이카말귱 져기 한국슈쟈원 굥사에서여 건축통함시스템인 CMS를 꾀도화한다능데 총 예산좀 알려쥬라요.,E,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
(사)보험개발원의 '실손보험 청구 전산화 시스템 구축 사업' 대상 시스템은 어떤 산업의 종이 서류를 전자화하려 합니까?,A,하,[],"보험금 청구서류 확인 → 요양기관에 서류발급 신청 → 서류수령 → 보험금 청구서 작성 → 서류제출 → 보험금 지급 심사 → 보험금 수령
 o 또한, 진료비 영수증 등 보험금 청구에 필요한 수억장의 종이서류를 발급하고 처리하는데 사회적 비용이 낭비됨
 이에 정부는 소비자가 전송대행기관을 통해 One-Stop으로 실손보험전산청구(이하 ‘청구 전산화’)가 가능하도록 보험업법을 개정* 
’23.10.24 공포 → ’24.10.25 병원급 시행(1단계) → ’25.10.25 의원 및 약국 시행(2단계)

보험금 청구서류 확인 → 요양기관에 서류발급 신청 → 서류수령 → 보험금 청구서 작성 → 서류제출 → 보험금 지급 심사 → 보험금 수령
 o 또한, 진료비 영수증 등 보험금 청구에 필요한 수억장의 종이서류를 발급하고 처리하는데 사회적 비용이 낭비됨
 이에 정부는 소비자가 전송대행기관을 통해 One-Stop으로 실손보험전산청구(이하 ‘청구 전산화’)가 가능하도록 보험업법을 개정* 
’23.10.24 공포 → ’24.10.25 병원급 시행(1단계) → ’25.10.25 의원 및 약국 시행(2단계)

o 이번 개정 법률은 요양기관과 보험사 간 전송대행기관을 두고 청구 전산화를 구현하는 것으로 별도 시스템 구축을 필요로 하고 있음
3. 실손보험 청구 전산화 시스템 개요
 참여기관 : 전국 요양기관(병의원 및 약국), 실손보험계약을 보유 또는 보유예정인 보험사
 
 
실손보험 청구 전산화 시스템 개념도
 주요기능
 o 진료를 받은 보험가입자의 요청에 따라 요양기관에서 보험사로 보험금 청구 필요서류를 전자적 방법으로 전송
 o 전송대행기관은 요양기관으로부터 전자문서를 수신받아 가입보험사로 전달

o 이번 개정 법률은 요양기관과 보험사 간 전송대행기관을 두고 청구 전산화를 구현하는 것으로 별도 시스템 구축을 필요로 하고 있음
3. 실손보험 청구 전산화 시스템 개요
 참여기관 : 전국 요양기관(병의원 및 약국), 실손보험계약을 보유 또는 보유예정인 보험사
 
 
실손보험 청구 전산화 시스템 개념도
 주요기능
 o 진료를 받은 보험가입자의 요청에 따라 요양기관에서 보험사로 보험금 청구 필요서류를 전자적 방법으로 전송
 o 전송대행기관은 요양기관으로부터 전자문서를 수신받아 가입보험사로 전달

시스템 운영 
 - 운영교육 및 기술이전
 - 실손보험 청구 전산화 시스템 운영
 - 시스템 유지보수
※ 상기 추진 일정은 사업추진 과정에서 협의-조정될 수 있음
 
Ⅳ
 제안 요청 내용
1. 목표 업무 프로세스
 ‘실손보험 청구 전산화’란?
 o 실손보험에 가입한 환자가 요청하면 요양기관이 진료내역 등을 전자문서 형태로 제3의 전송대행기관을 거쳐 보험계약을 체결한 보험사에 보내는 방식
 실손보험 청구 전산화 업무 구성 및 절차
 
실손보험 청구 전산화 업무 구성 및 절차",[생성 오류: 최대 재시도 초과]
한국보건산업진흥원의 의료기기산업 종합정보시스템 기능개선 사업 목표에서 개편하는 핵심 타깃 사용자 인터페이스는 무엇인가요?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 문서가 없습니다."
국방과학연구소 '대용량 자료전송시스템 고도화' 용역의 전체 사업 예산 규모는 어떻게 책정되었습니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
한국수자원공사의 '건설통합시스템(CMS) 고도화' 과정이 기존에 파편화되었던 현장 안전관리 모듈을 대체하여 최종적으로 통합하려는 단일 아키텍처의 목표는 무엇인가요?,A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
한국보건산업진흥원의 의료기기 시스템 고도화 사업에서 '통계 추출 속도의 병목 제거'를 위해 개발자가 필수로 조정해야 하는 내부 DB 아키텍처의 조치 사항은 무엇입니까?,A,중,[],"







","해당 정보를 찾을 수 없습니다.

제공된 [참고 문서]에는 한국보건산업진흥원의 의료기기 시스템 고도화 사업에서 '통계 추출 속도의 병목 제거'를 위해 개발자가 필수로 조정해야 하는 내부 DB 아키텍처의 조치 사항이 명시되어 있지 않습니다.

출처: [참고 문서]"
"울산광역시 버스정보시스템 확대 구축 용역(9.87억)을 이행할 때, 초기 발주 장비 선금으로 전체 예산의 25%가 공제되고, 소프트웨어 유지보수 잔여 예비비로 15%가 남겨진다면, 실질적인 중도 구축 과정에 투입 가능한 중간 운용 자산의 가액은 얼마입니까?",A,상,[],"







",[생성 오류: 최대 재시도 초과]
고려대학교 차세대 포털·학사 정보시스템 사업비(약 112.7억)와 한국수자원공사 건설통합시스템 고도화 사업비(약 7.8억) 간의 투자 예산 금액 격차는 얼마인가요?,B,하,[],"







","해당 정보를 찾을 수 없습니다. 제공된 [참고 문서]에 두 사업(고려대학교 차세대 포털·학사 정보시스템, 한국수자원공사 건설통합시스템 고도화)의 예산 금액이 명시되어 있지 않아 투자 예산 금액 격차를 계산할 수 없습니다.

출처: [참고 문서]"
"국방과학연구소 기록관리시스템 보안 구축 비용(282,300,000원)과 대용량 자료전송시스템 비용(316,800,000원)을 합산한 통합 예산의 크기는 얼마입니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
"(주)에스알의 예약발매시스템(ISMP) 사업과 을지대학교 비교과시스템 개발 사업 간, 자체 예산액이 수치로 명시된 곳은 어디인가요?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
울산광역시 버스정보시스템 구축(약 9.87억) 사업과 한국보건산업진흥원 의료기기 정보시스템(0.5억) 중에서 기술 고도화에 월등히 많은 재원이 책정된 발주처는 어디인가요?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
(사)보험개발원의 실손보험 전산화 체계와 한국생산기술연구원의 2세대 전자조달시스템은 모두 국가 범위의 '인프라 혁신'을 추진합니다. 기존에 각각 어떤 방식의 수기(Manual) 체계를 전자(Digital)로 탈바꿈시키는지 그 대상 매개체를 대조해 보십시오.,B,중,[],"







",[생성 오류: 최대 재시도 초과]
한국수자원공사의 사고분석솔루션 시범구축과 국방과학연구소 대용량 자료전송시스템 모두 안정적인 '대용량 데이터의 이관 및 복원 접근성'을 극대화한다는 목표가 같습니다. 양자가 취급하는 핵심 대용량 데이터의 물리적 원천은 어떻게 다릅니까?,B,중,[],"







",[생성 오류: 최대 재시도 초과]
"고려대학교의 대규모 학사 정보 차세대 포털 사업비와 울산광역시의 대형 버스정보시스템 확장 사업비를 먼저 합산한 금액을 명시하십시오. 나아가 을지대학교 비교과시스템 개발 사업과 고려대(학사) 포털 구축 사업을 교차 비교할 때, '단일 행정 지원' VS '대학 종합 학사 체계 전면 재구축'의 개발 포커스 차이가 발생하는 핵심 배경을 학생 서비스 측면에서 논증하세요.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"국방과학연구소의 기록관리 환경 보안 구축 비용과 대용량 자료전송시스템 개선 예산을 병합한 다음, 이 총액을 한국보건산업진흥원의 의료기기 정보시스템 기능개선 비용과 합산하여 도출되는 3대 국가 기술 정보망 고도화 총 예산을 구하십시오. 그리고 세 기관이 공통으로 개편하는 기술 목표 중 '기존 시스템의 병목 현상 및 폐쇄성 타파를 위한 UI 관점의 성과'를 논의 평가해 보세요.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
한국생산기술연구원의 '2세대 전자조달시스템 기반구축' 과정에서 개발자 투입 인력이 템플릿 제작 시 사용해야만 하는 사내 공인 '웹 에디터 프로 버전' 라이선스의 연간 구독 비용은 사업 지시서에 얼마로 할당되어 있습니까?,D,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
울산광역시가 발주한 '버스정보시스템 확대 구축' 용역을 수행하는 업체 대표자가 사업 기한을 맞추지 못할 때 지방자치단체에 매일 납부해야 하는 '계약법 상의 일일 지체상금 공제율 비율(%)'은 제안요청서에 정확히 몇 퍼센트로 정의되어 있나요?,D,상,[],"







","해당 정보를 찾을 수 없습니다. 제공된 참고 문서에 내용이 없거나 관련 조항이 포함되어 있지 않습니다.

출처: 제공된 참고 문서 없음"
그뎌기요 보홈개뱔원애서 하는 실쏜보홈 쳥구 전싼화 사옵 그 예산 쳥액이 맹시적으로 어뜨케 표시대어 잇서요?,E,하,[],"







",[생성 오류: 최대 재시도 초과]
에쑤알이 진행하는 발먜시스템 이에스앰피(ISMP) 이거 결국 그래서 그 기획 끝나구 나면 본 게임에서 시스템을 클라우드로 옭겨버리는 전면적인 서버 이관까지가 이 용역의 최종 과업에 다 껴있는 부분인가부죠?,E,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서(없음)"
국방과학연구소 발주 '기록관리시스템 통합 활용 및 보안 환경 구축' 사업의 예산 금액은 얼마입니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
한국보건산업진흥원이 기능 개선을 도모하는 대상 타깃 시스템의 전체 사업 한도액은 얼마입니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 [참고 문서] 없음"
울산광역시가 주관하는 '2024년 버스정보시스템 확대 구축 및 기능개선 용역'의 기초 예산 규모는 어떠한가요?,A,하,[],"







","해당 정보를 찾을 수 없습니다. 제공된 [참고 문서]에 '2024년 버스정보시스템 확대 구축 및 기능개선 용역'의 기초 예산 규모에 대한 내용이 없습니다.

출처: [참고 문서]"
"(사)보험개발원의 실손보험 청구 전산화 구축 제안요청서 범위 내에서, 단순 데이터 서버 통신망 연결 개편 외에 '보안 조치 강화' 측면으로 병행 요구되는 핵심 아키텍처 과업은 무엇입니까?",A,중,[],"시스템 운영 
 - 운영교육 및 기술이전
 - 실손보험 청구 전산화 시스템 운영
 - 시스템 유지보수
※ 상기 추진 일정은 사업추진 과정에서 협의-조정될 수 있음
 
Ⅳ
 제안 요청 내용
1. 목표 업무 프로세스
 ‘실손보험 청구 전산화’란?
 o 실손보험에 가입한 환자가 요청하면 요양기관이 진료내역 등을 전자문서 형태로 제3의 전송대행기관을 거쳐 보험계약을 체결한 보험사에 보내는 방식
 실손보험 청구 전산화 업무 구성 및 절차
 
실손보험 청구 전산화 업무 구성 및 절차

※ 1차: ’24년 4월~10월 25일, 2차: ’24년 10월~’25년 10월 25일
 계약방식 : 일반경쟁입찰, 협상에 의한 계약
 ※ 본 제안요청서에서는 사업예산이 포함되지 않음
2. 추진배경 및 필요성
 실손보험은 국민건강보험의 보완형으로 도입되어 ’23년말 국민 약 4천만명이 가입한 일상생활에 필수적인 보험상품으로 성장함
 o 연간 약 1억건을 초과하는 보험금 청구와 지급이 이루어지고 있으나 복잡한 절차*로 인한 소비자 불편이 계속 문제점으로 지적됨

※ 1차: ’24년 4월~10월 25일, 2차: ’24년 10월~’25년 10월 25일
 계약방식 : 일반경쟁입찰, 협상에 의한 계약
 ※ 본 제안요청서에서는 사업예산이 포함되지 않음
2. 추진배경 및 필요성
 실손보험은 국민건강보험의 보완형으로 도입되어 ’23년말 국민 약 4천만명이 가입한 일상생활에 필수적인 보험상품으로 성장함
 o 연간 약 1억건을 초과하는 보험금 청구와 지급이 이루어지고 있으나 복잡한 절차*로 인한 소비자 불편이 계속 문제점으로 지적됨

실손보험 청구 전산화 시스템 구축
제안요청서
>
2024. 3 
 
 
목 차
Ⅰ. 사업 개요
 1. 개요 	 - 	 2
 2. 추진배경 및 필요성	 - 	 2
 3. 실손보험 청구 전산화 시스템 개요	 - 	 3
 4. 사업 수행 대상	 - 	 4
 5. 기대효과	 - 	 5
Ⅱ. 업무 현황
 1. 실손보험 청구 현황	 - 	 6
 2. 문제점	 - 	10
Ⅲ. 사업추진체계 및 일정
 1. 추진 방향	 - 	11
 2. 사업추진체계	 - 	11
 3. 추진 일정	 - 	 12
Ⅳ. 제안 요청 내용

실손보험 청구 전산화 시스템 구축
제안요청서
>
2024. 3 
 
 
목 차
Ⅰ. 사업 개요
 1. 개요 	 - 	 2
 2. 추진배경 및 필요성	 - 	 2
 3. 실손보험 청구 전산화 시스템 개요	 - 	 3
 4. 사업 수행 대상	 - 	 4
 5. 기대효과	 - 	 5
Ⅱ. 업무 현황
 1. 실손보험 청구 현황	 - 	 6
 2. 문제점	 - 	10
Ⅲ. 사업추진체계 및 일정
 1. 추진 방향	 - 	11
 2. 사업추진체계	 - 	11
 3. 추진 일정	 - 	 12
Ⅳ. 제안 요청 내용",[생성 오류: 최대 재시도 초과]
국방과학연구소의 대용량 자료전송시스템 고도화 과업 대상인 기존 구형 시스템이 내포하던 '네트워크 대역폭 운용의 비효율성'이란 구체적으로 어떻게 서술되어 있나요?,A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처 문서명: 제공된 참고 문서 없음"
"한국수자원공사의 건설통합시스템(CMS) 고도화 사업비 7억 8,023만 원 중 만일 20%가 외부 보안 감리 평가 및 외부망 방화벽 도입 분리 자금으로 선 사용되었고 그 잔여금에서 50%만이 신규 CMS 코딩에 할당된다고 할 때 신규 코딩용으로 남는 가상 자산은 얼마인가요?",A,상,[],"







",[생성 오류: 최대 재시도 초과]
고려대학교의 '차세대 교내 포털·학사 정보시스템 사업비(약 112.7억)'와 울산광역시의 '버스정보시스템 확대 구축 사업비(약 9.87억)'의 예산 스케일 차이는 총 얼마인가요?,B,하,[],"







",[생성 오류: 최대 재시도 초과]
"울산광역시 버스정보시스템 확대 구축(986,945,000원) 및 한국생산기술연구원의 2세대 전자조달망 구축(94,000,000원)의 사업 비용을 두 종합하면 얼마입니까?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
한국보건산업진흥원 의료기기 정보망 예산규모(5천만)가 을지대학교 비교과시스템 개발 사업의 기재 예산보다 규모가 크거나 명시적으로 확인할 수 있는 상태인가요?,B,하,[],"







",[생성 오류: 최대 재시도 초과]
한국철도공사의 예약발매(예외 법인 에스알) ISMP 용역과 한국수자원공사의 사고분석솔루션 시범구축 양 사업 중에서 사업 자금이 십만 단위까지 상세하게 명확히 잡혀 있는 프로젝트는 어느 쪽인가요?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

참고 문서: 제공된 참고 문서 없음."
"(사)보험개발원의 실손보험 전산 체계와 한국보건산업진흥원의 의료기기 종합정보망 기능개선, 두 프로젝트 모두 보건·의료 생태계 공통 분모를 가지는데, 각자가 관리하려는 데이터의 '포괄하는 대상 특성' 중심축 차이는 무엇입니까?",B,중,[],"







",[생성 오류: 최대 재시도 초과]
국방과학연구소에서 파생된 2건의 사업 '대용량 자료전송시스템' 고도화 및 '기록관리 환경 보안 구축'이 각각 상극적인 정보 운영 목적(전파 vs 차단)을 갖습니다. 시스템 활용 지향점에서 어떤 차별적 핵심을 보여주나요?,B,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
"고려대학교의 메머드급 차세대 포털 사업비용, 수자원공사의 CMS 통합시스템 사업 예산을 더한 합계액을 명기한 후 두 시스템 공히 대규모 발주를 일으킨 핵심 내부 사용자 인터페이스(UI) 병목 현상의 맹점이 각각 교무 행정과 건설 관리라는 도메인에서 어떻게 교착되어왔는지 비평하십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
